accession,homology_cluster_id,split_group_id,partition,class_label,subgroup,evidence_level,source,source_sequence_id,sequence_sha256
NEG_PF01634_6a1b9e2c3e549d117e7a,HISG_6a1b9e2c3e549d11,HISG_6a1b9e2c3e549d11,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,H3HBM0_PHYRM/64-221,6db902ae9fc4a3f340303b5a2ebe3ee517310ac2b55d0803c2a4c20d8dbe41df
NEG_PF01634_6a9578f41bf711cc61cf,HISG_6a9578f41bf711cc,HISG_6a9578f41bf711cc,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,H8XQQ9_FLAIG/51-206,b0e03db3dc41ebc1d482e62c3e3f0665265c463adfb69d17cbbd29b84d1fa6b6
NEG_PF01634_6b8ca68a16412d04b3cf,HISG_6b8ca68a16412d04,HISG_6b8ca68a16412d04,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F2KRS3_ARCVS/48-200,6422e38161a250e0e39cbab57307506b9cec4abfae92f7bce59523db2995ac08
NEG_PF01634_6cd1eee1fca4bafc9005,HISG_6cd1eee1fca4bafc,HISG_6cd1eee1fca4bafc,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,L0HF10_METFS/70-225,e1b1a99e49df5c0f3c3e327f5a81eb005609945941a44555be01a8b243cf9be2
NEG_PF01634_6cf82eb2b887e1e44585,HISG_6cf82eb2b887e1e4,HISG_6cf82eb2b887e1e4,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F4KVG0_HALH1/52-207,7940a545c4183ac0687d72a3e9c8f30203605198b42708ba5c27f82365e4dd10
NEG_PF01634_6d1db78fca83f696c357,HISG_6d1db78fca83f696,HISG_6d1db78fca83f696,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F0RUR3_SPHGB/52-208,76742efb839b8bed0b6c56155d5257b6c9ed8a7a4ddaa56eba7ece765a0bea4a
NEG_PF01634_6da1bc5b2d8f4afb270e,HISG_6da1bc5b2d8f4afb,HISG_6da1bc5b2d8f4afb,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_BUCAI/54-219,bcf2333542440c25f1982350bcac78baa6485577770f59a2d46d191ab60a6412
NEG_PF01634_6e38b4a25e9ba45d8649,HISG_6e38b4a25e9ba45d,HISG_6e38b4a25e9ba45d,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,E1RKS3_METP4/59-214,019ff2c3fa33520b75062f294c339b3128138edba4944c907d4bab7002005483
NEG_PF01634_6f66ba009ca0d533bd4a,HISG_6f66ba009ca0d533,HISG_6f66ba009ca0d533,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_HALOH/55-211,97d6460c5d3af1ed030d7d2006aed2ef6f528eed55bd84fee5f244f96d76c2fc
NEG_PF01634_6f679b7adb9516633ed8,HISG_6f679b7adb951663,HISG_6f679b7adb951663,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_PHOPR/53-218,b0aaeb3e15333401ce2f988879497e3a069ba905659485c48eb5dc9d824679c0
NEG_PF01634_6f93a6867cd1f85046fc,HISG_6f93a6867cd1f850,HISG_6f93a6867cd1f850,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,C7R4A8_JONDD/49-203,6f6e53535b598d523485dea6f2654e684fba5b2b71e7221e9c04e0eead326e76
NEG_PF01634_70bf9ff5fa3e2ef5c31e,HISG_70bf9ff5fa3e2ef5,HISG_70bf9ff5fa3e2ef5,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_HALWD/49-202,b57dfbc910545488010dd590a3a06b3c9b5670c57b740515a6315b839574737e
NEG_PF01634_7202e7aab1e0866c8737,HISG_7202e7aab1e0866c,HISG_7202e7aab1e0866c,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_SYNE7/52-208,1a5b99968aa0b68c711bb95320c318030cce31af6a707d631ecd24611ad5e3ea
NEG_PF01634_7263de7ee43e3f1feed6,HISG_7263de7ee43e3f1f,HISG_7263de7ee43e3f1f,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_SYNY3/52-208,d40f3df3f25740921b89246aca23967415646ef1c8150a83423c0aabc2d1a4b2
NEG_PF01634_727e2ae35de84ddfab5d,HISG_727e2ae35de84ddf,HISG_727e2ae35de84ddf,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_AZOPC/49-204,674b204be9820f7352084421fb191d0d9e702964c46c64c8cefa76b23f8d2f75
NEG_PF01634_73657f2586d3efe609aa,HISG_73657f2586d3efe6,HISG_73657f2586d3efe6,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,S5YRT8_PARAH/52-227,fee8df18623ec2564af3af57d4dede1e436c13c74b8eca729547d9f3045bfd15
NEG_PF01634_73dc71ea5c342ad566d2,HISG_73dc71ea5c342ad5,HISG_73dc71ea5c342ad5,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,D7DTU8_METV3/49-209,b0cc23639f294efd2ca9163b4713a5b9952b3ced5791f1423f1dab979d264e31
NEG_PF01634_73e5e05a7381e972ef04,HISG_73e5e05a7381e972,HISG_73e5e05a7381e972,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_CARHZ/53-209,2209a43b2a39c978f0dfb49f2d493cffea9b1edbcc45cc04f64456028192e705
NEG_PF01634_740bb5e3c93849b5b1cf,HISG_740bb5e3c93849b5,HISG_740bb5e3c93849b5,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,A1SJH1_NOCSJ/51-208,2ccb1d75d8f1217fce1982ad17a5f2830e2a9d9c93953ffc767e67cd4372986d
NEG_PF01634_74294102d32d0764f6ec,HISG_74294102d32d0764,HISG_74294102d32d0764,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,K9SEL9_9CYAN/65-221,27af1fdf9be0e1ca612f83e2bfe1f72223f9d3451d3e06ae2507742358eea89a
NEG_PF01634_745933983d96a1cdd972,HISG_745933983d96a1cd,HISG_745933983d96a1cd,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,M2WKU7_DOTSN/58-237,b4c793af92414967cd0b03a86b00f78d8dc55876972006c264260a05f441f12c
NEG_PF01634_74944f3a67f2b0429939,HISG_74944f3a67f2b042,HISG_74944f3a67f2b042,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,A7I3R9_CAMHC/47-200,c0f34d593d075403bc06bf9a5c66b4eb6ca6822ddd9b7d9197991fdb5351d862
NEG_PF01634_74a5b997c88b071026df,HISG_74a5b997c88b0710,HISG_74a5b997c88b0710,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_LACLA/50-204,678127de6e90fce74cf0ec598781ccceeaca1bdb25584c031e8a56ea4d91f83c
NEG_PF01634_763e803db8f3b8357001,HISG_763e803db8f3b835,HISG_763e803db8f3b835,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,E4RKN1_HALHG/53-203,3bae641836642fe6372cb1322af723126f80aa0767a0d35c31f49c564a4dfa33
NEG_PF01634_76f2d61093791fa84dbc,HISG_76f2d61093791fa8,HISG_76f2d61093791fa8,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,W8F172_9BACT/49-204,4946ddc53ac5e56b5d283ac667a8881d533c4ef26eab78694637e6c7159376fd
NEG_PF01634_77a3f2e44ed4c6eb6bda,HISG_77a3f2e44ed4c6eb,HISG_77a3f2e44ed4c6eb,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,E1Z441_CHLVA/122-285,bd5d2f157ab902b79136322e0c8d7c802eae96fad60f649db97039e5c21a1643
NEG_PF01634_77afeff2e5875956c2b8,HISG_77afeff2e5875956,HISG_77afeff2e5875956,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,G2XYY1_BOTF4/58-247,a6ead03bb0963dcfa8bc816d5ff0af63a6fc264003a6031ce8e1498df30e6379
NEG_PF01634_77cd28bb0ab8efbf4b94,HISG_77cd28bb0ab8efbf,HISG_77cd28bb0ab8efbf,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,C7MCX8_BRAFD/49-206,66488c6dbffa4c316a23284a465f40728dc76db52a7939ed6cdad9fe17969ad7
NEG_PF01634_77f6dce4bdff5384d38f,HISG_77f6dce4bdff5384,HISG_77f6dce4bdff5384,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,R9NZQ6_PSEHS/61-246,fffe4320f39c17bb97953fa0312e2b8f64d2bc8e4d8a94ac39646c9befe3f5b2
NEG_PF01634_78281ab45c837d89ab35,HISG_78281ab45c837d89,HISG_78281ab45c837d89,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_NOVAD/58-213,45640ed7ae30aa9eef2461cbae2982b6da1606231146a0097fb90c7fb5bc34ec
NEG_PF01634_784e43c9b0c775a6f0da,HISG_784e43c9b0c775a6,HISG_784e43c9b0c775a6,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,B2UR48_AKKM8/51-212,2e66e35edb7a3469204f9305f2a13935e9f5e0ddc0da75647bf573b5ba902ca1
NEG_PF01634_78f83d94c50d88ab1959,HISG_78f83d94c50d88ab,HISG_78f83d94c50d88ab,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,B0CV00_LACBS/75-241,23e9ba406e92cc2a135a5e4d0903eba4770eec0718078f126e737f37eb389910
NEG_PF01634_79162e518e9bcc0529df,HISG_79162e518e9bcc05,HISG_79162e518e9bcc05,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,M5DVB5_9GAMM/54-206,8e1019b8400a602a0905d7ba507b3dc550e86b9974804bc0cef761a074efedd0
NEG_PF01634_797fe99b53d1b9d9b197,HISG_797fe99b53d1b9d9,HISG_797fe99b53d1b9d9,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,K9UWV9_9CYAN/52-207,c09b4b172fbe7fe14b2d0a1040d30ed05208cd16d70a26a04e70e036e3945326
NEG_PF01634_7a820e144cfa975649f9,HISG_7a820e144cfa9756,HISG_7a820e144cfa9756,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F0T0K7_SYNGF/55-217,77c8bdcdb7595b6a294b2e6b007853e6e7c0ccddf278bd8bfa5cb8058d3e239f
NEG_PF01634_7ac80005083d5a22c3b7,HISG_7ac80005083d5a22,HISG_7ac80005083d5a22,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_CORGL/49-202,051d1ddfc67dbb51221f1327b3673f7d93cbf2b7b382131781ab87b6b38e9349
NEG_PF01634_7c044752f27353257d74,HISG_7c044752f2735325,HISG_7c044752f2735325,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,K1X4D0_MARBU/58-250,3063bac2efd1bb1aadcbc7d978635acf3fb8231beaf4226abde3e6f0bbb5bf4c
NEG_PF01634_7c3b171daf8e7fe698ac,HISG_7c3b171daf8e7fe6,HISG_7c3b171daf8e7fe6,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,C5ZZ27_9HELI/47-196,d507cebd6fdeda7d10086ff9ef91544e94332c7c54aca0a630a81c86b0a11ad3
NEG_PF01634_7c5c1561be43c34016d0,HISG_7c5c1561be43c340,HISG_7c5c1561be43c340,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,G3B4M8_CANTC/58-217,328bc1fd12815b6a8c229b1a732c021def0dcb2b1a1ab5c6eb9ad675713e0503
NEG_PF01634_7cc197bd3e49b0c34a40,HISG_7cc197bd3e49b0c3,HISG_7cc197bd3e49b0c3,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_METMP/49-209,66acbcc837581e5311a3125e5ce4823ca0a7bee3054ca8b29e27c6b0953186bc
NEG_PF01634_7d75e7bd07249dd9ddbf,HISG_7d75e7bd07249dd9,HISG_7d75e7bd07249dd9,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,T2GAN6_MEGG1/53-215,44e9e10ed3a0a2d9bf9a57d77e2dde2417458ad7d6d302da5bee167fdf078295
NEG_PF01634_7e3e27d31ff6c13512b5,HISG_7e3e27d31ff6c135,HISG_7e3e27d31ff6c135,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,D6ZHA9_MOBCV/49-203,6be69f8f4d88d439e23d8f590b90e2088e46a8aacefd1ff8b52ef8e8b5098f6f
NEG_PF01634_7e42dcd3f29f1aaa383a,HISG_7e42dcd3f29f1aaa,HISG_7e42dcd3f29f1aaa,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F8F494_GRAC1/50-202,6e5d6b174031c652d4a7f50a61cf4c3702998c9e8c57ed04447a48c3182609e7
NEG_PF01634_7fad1e09f470bfb3d6b2,HISG_7fad1e09f470bfb3,HISG_7fad1e09f470bfb3,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_METCA/51-201,9cf67037a2f44724e1e6575dca6c386ba6873253edaec2605a27132483d5a48b
NEG_PF01634_7ffa280dc21943365b8d,HISG_7ffa280dc2194336,HISG_7ffa280dc2194336,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,E0TJ13_ZINIC/53-207,2adea269c52f2f5c07ea2e9607503eff7dcf1f299c91d722da6fd51b2c41f3c3
NEG_PF01634_81690504e6d179bf7792,HISG_81690504e6d179bf,HISG_81690504e6d179bf,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,K0NM06_DESTT/51-213,c611a664bd93167a683cda8c69f39b438927f4c7d3c50ffcd7bae1536a7cfba4
NEG_PF01634_81de44172d53ecb8b7f3,HISG_81de44172d53ecb8,HISG_81de44172d53ecb8,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,Q5ZW86_LEGPH/71-232,6a7706b1328eaad802dbb8929c4b7a7d2cf32e6ea8875f4a1892d9a8c8668876
NEG_PF01634_821eb862a724d78455cc,HISG_821eb862a724d784,HISG_821eb862a724d784,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_PELPD/51-213,7916595f70321414c86417e090312957917b7d66335365b8f9705bac6ccfdeb0
NEG_PF01634_8223eb2b001999233c23,HISG_8223eb2b00199923,HISG_8223eb2b00199923,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_SULAC/49-206,6e8e6e3c86efc2c4b13769d3f002cf8bd23467be2bc8f4791d0dcfa965ec66dc
NEG_PF01634_82e2ee4d59af7799ce36,HISG_82e2ee4d59af7799,HISG_82e2ee4d59af7799,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,L0EWF6_LIBCB/54-227,3277c3496d5d17d33d5a4d4dcdc5d6e03772c969c227b8f7209c83d56b0ac194
NEG_PF01634_82e634769f04c750d081,HISG_82e634769f04c750,HISG_82e634769f04c750,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,I0I970_CALAS/60-215,416baa1762ac31d28e3d553839bb41d36652f944c1fc792303a7adeb6032fef2
NEG_PF01634_83807d057cf8a59cb9cc,HISG_83807d057cf8a59c,HISG_83807d057cf8a59c,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,E9DGQ6_COCPS/58-229,2aa8e206365457449c8d423bfa3a7c8505058d3bba4945c0687f53f0ef39bba9
NEG_PF01634_83f163b8efd5fe8392bd,HISG_83f163b8efd5fe83,HISG_83f163b8efd5fe83,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_CLOAB/56-209,169e8d3b3ea2e05ec31cb1cac76ea7600ba1f627887a3b8ae8e1d98ffecc11f7
NEG_PF01634_83f99cb007b73e5ab262,HISG_83f99cb007b73e5a,HISG_83f99cb007b73e5a,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,H6BN55_EXODN/58-237,0ac26acc6f7f10ef650abb00076de98837229173801e50c74fb184d365d8a19b
NEG_PF01634_8466d7b7717e11c1adcd,HISG_8466d7b7717e11c1,HISG_8466d7b7717e11c1,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,M2MIJ2_BAUPA/58-237,49b8c109267baa40a77965e7610c1e1b8310b5dea01482907b56fae24994c921
NEG_PF01634_8502e38a305754b24499,HISG_8502e38a305754b2,HISG_8502e38a305754b2,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F2UDU5_SALR5/81-235,9f73c3c39bad736146cb2b1b168e7b6b1178bb203faef71e8a16eba9f357667d
NEG_PF01634_855e028e65ec58d8e76f,HISG_855e028e65ec58d8,HISG_855e028e65ec58d8,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,A0A412AXC1_9FIRM/53-206,846faff26b2fa3a7e8b0ae080cb310027c678e205d5cca03cf4bf146cd8b3d14
NEG_PF01634_85a62236b5b9f1dc176e,HISG_85a62236b5b9f1dc,HISG_85a62236b5b9f1dc,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,Q2NHN8_METST/51-207,246ff11abbc53df1f029d0372b470758c8bccec06b8cb6e391426b09879d7a4e
NEG_PF01634_85a7a5f4523829ee2bc1,HISG_85a7a5f4523829ee,HISG_85a7a5f4523829ee,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_PROMT/52-207,fd17ea12083e1f0c7d9e5ae41b37842c23f99eeabcbaf71ae938cdec7ae06eb6
NEG_PF01634_8675cf13b4c9c8c4cb17,HISG_8675cf13b4c9c8c4,HISG_8675cf13b4c9c8c4,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,W0BDZ0_9GAMM/52-213,66e0044a3da661efe54c6577d16503dda6d3982ea2d5f27c80060a0dec85efe6
NEG_PF01634_87236c8a47f005f7eefd,HISG_87236c8a47f005f7,HISG_87236c8a47f005f7,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,C6BUP6_MARSD/51-213,6d072070ce4e099406509453f280ca46acc1a3dc84fdd2de1ac0ccb32947771d
NEG_PF01634_877afc263a081cebc7d9,HISG_877afc263a081ceb,HISG_877afc263a081ceb,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,I4Y5U9_WALMC/59-224,23a3f4e0325f82ef12c93ff68719994fafa719c586c00211e594e6f747e47fe6
NEG_PF01634_892837314cbd62979694,HISG_892837314cbd6297,HISG_892837314cbd6297,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,G8B6A1_CANPC/58-219,b348d49cae41b3c4a98d3d02b88bf00b4b3d68ec57f92ebc55329324fb9a307c
NEG_PF01634_8a108ba4a1b74c4714d0,HISG_8a108ba4a1b74c47,HISG_8a108ba4a1b74c47,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F4CX72_PSEUX/49-198,dbd5225b8ec02ba1de01c87b68b73cd0b7daa6a56c32697176eaa1ee8ae342d8
NEG_PF01634_8aad4348c663d4c97ce1,HISG_8aad4348c663d4c9,HISG_8aad4348c663d4c9,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,HIS1_HAEIN/58-223,dc54400336922616c7eed88351170619b8f7436876d5ac606b9416c2318a1630
NEG_PF01634_8ab81e78cfc2a333ba39,HISG_8ab81e78cfc2a333,HISG_8ab81e78cfc2a333,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,V6JN56_STRRC/49-206,66c357d8adc6d61853f0b41b7aaab5e824461e28022417a92127dd0fbe2072d1
NEG_PF01634_8adc963ce2a08c29bc5f,HISG_8adc963ce2a08c29,HISG_8adc963ce2a08c29,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,A0LUD2_ACIC1/50-212,b6bc27e409a23f73adf7b66f290852b617e2e2083f9325fe614ca56457df0866
NEG_PF01634_8b0596fb91e057f11029,HISG_8b0596fb91e057f1,HISG_8b0596fb91e057f1,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,L7VMJ0_THES1/53-208,c9e983306ec38f2f82248df5a430e53d51f9d0f7cc47b8a8856ea246a1d5ca17
NEG_PF01634_8b40ba2398701fcdf8ef,HISG_8b40ba2398701fcd,HISG_8b40ba2398701fcd,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,R4KQ53_9FIRM/51-207,3277d5fed8a340f9afbf004bdcc3ce2b819522f148e87fba7d09c83dde8dc05e
NEG_PF01634_8b66a760fdb55b09ed85,HISG_8b66a760fdb55b09,HISG_8b66a760fdb55b09,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,G9MGQ1_HYPVG/58-238,6964d95abde2f9f9102e19c5e844c598fe9134233ac805405bfd50d132406c59
NEG_PF01634_8b8ba05a18063ae007be,HISG_8b8ba05a18063ae0,HISG_8b8ba05a18063ae0,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,A0A388SCE9_9BURK/51-207,346e1c7ec1726ac1470f2c3a6ac1a94ff0fff4cc8ce3ea5b0f2f126e658484b5
NEG_PF01634_8cb4d16b7a417d114edf,HISG_8cb4d16b7a417d11,HISG_8cb4d16b7a417d11,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F7YYR5_9THEM/52-206,6c25f4b6e2e8fa8af77aa6bfc651b78f7823d775369efd15fbc821a9206e0a26
NEG_PF01634_8d058f563c05892c895c,HISG_8d058f563c05892c,HISG_8d058f563c05892c,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF01634_seed,F2JX57_MARM1/53-205,6646d38d55427d326ec81ae36b0a681066aaf357031196ef07eb578d7f805200
