sequence_id,midpiwi_region_sha256,split_group_id,curated_pago_clade
WP_042211195.1,354a34772c457654f9366cce8cb420b9b32f893a99d959c237fc1e433b7a0531,MIDPIWI_a330d10b510c8b7a,LONG_A
WP_042291992.1,c9ef907f0882df87c4234e06b0c219cfc2d69c0e732359c0b13442cc270b7fe6,MIDPIWI_ba7b7699ee709fc3,LONG_B
WP_042343949.1,c39feb8ef19f5db12935817bb9df01131f3916920acb711fb7cdee782b3d1691,MIDPIWI_39a76af711cf6b7f,LONG_B
WP_042383163.1,57d18d26377f27b30d4c137a89284d5efa7375d090603d3249bd456ea5e5ff2a,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_042399050.1,3dcb5d6df690fd1659772213ed6f028cf8964b54c0c7cc11e825d7247284fd32,MIDPIWI_f9e3b9a23e67abfe,LONG_A
WP_042419824.1,3f4dd00836f731672e8ff4d8205d92ae28b6c7cccc465ee7a33f3387b37d8594,MIDPIWI_0f227a35f8a27ae7,SHORT
WP_042565353.1,d6a52fec0d1f4dfc56ec69548af5d4b2ffb747016ab063446c9be0681ac9404e,MIDPIWI_c53ba7c996cff69d,SHORT
WP_042571951.1,9f7bfa737fbe1e31736a46966b0056c714f00b2b37f7df36cfe88abb5c4fd224,MIDPIWI_8fa8115bc324468c,SHORT
WP_042608003.1,7bcb7f4ea3f9f3ecf2318f42db7ab1053abdf29f58d94644c70c1841dd5b2f01,MIDPIWI_1d7720f5919d23e0,SHORT
WP_042619123.1,1010595386817ba32cb6c41e782af7a200049aaefab7cb909135763f47d664f3,MIDPIWI_528dd1723001dd7b,SHORT
WP_042896060.1,4fd25fc41b2515f1a6cbf325ad90936e3b864fb845903dc1141badbde7c68f88,MIDPIWI_16f8a17656cc3cea,LONG_A
WP_043061314.1,9e4ec4392aba67aa86ac03ee63a02f1cb2e5250deafc4f96ce6db8f06f2e514d,MIDPIWI_1a514573e79860b0,SHORT
WP_043087749.1,87480533e99e709fb42479128242e86dc90b887f7b8bb65a8ee244f0dd80cdc1,MIDPIWI_0f4639929da3114c,SHORT
WP_043351599.1,beda475cdd8b30e0c27b97452bf9c67057ce4b050ce37cea808e7da00b17c874,MIDPIWI_73ad3bcaefd2f770,SHORT
WP_044015994.1,784a0b1e4116c05a4791c9c696b91177a0b37c6e656d855f74f2a633d1f87167,MIDPIWI_cf5eb17311030937,SHORT
WP_044171549.1,ca887ece1934823841a223ae3d6fd16997b1017ef1708dd75353c46e8d7e6152,MIDPIWI_1307869cf014a2ea,LONG_B
WP_044264717.1,059b34205d854fd0515f495d3b05e4d6b9a0dc2b63546cea132e5c45d0f96389,MIDPIWI_5054d7c38dd2b869,LONG_B
WP_044272246.1,087d4a5b3bff262b1605e31ef1d16b96d3867fa3edd957b6ac8b7c9acd4be8ac,MIDPIWI_ecb0098d1446c517,SHORT
WP_044394679.1,d3d455df47d355ec912a8e5d611f580896f1f6515d8293c816dadaab6cc246e1,MIDPIWI_5854aae093c15443,SHORT
WP_044394879.1,2045b4fa9e158be8f8d54538f73dfd39db8d308eb0925f5f9f07c76d1419f16f,MIDPIWI_1b97de64e32d8e32,SHORT
WP_044400168.1,e501844be3434e14881ec4c94b575b04d793f48cbfec295f342450ad909a7139,MIDPIWI_3007c553b9c09fa1,LONG_B
WP_044449525.1,a10bf6bd9addff17f56bb34102f156bd6ac4d96ed90af5f98c042ce400fc6636,MIDPIWI_ae1731e3c1d2a7f9,SHORT
WP_044451674.1,39aefeadf80cef697630f2faeeb10947f90c304f614ea207a470668cd1eece3f,MIDPIWI_d58bf30f1aa2de32,LONG_A
WP_044518241.1,9f5337f84e30e63ffca3bf39c959ded9fc3fae462e9ccbd1b555aa8d0966309e,MIDPIWI_62bda6f582a9516c,LONG_B
WP_044549173.1,0b1893425a5518e57ce1111173bcb326f3e8a52dafd6ebfadaa65fcd6c2863ce,MIDPIWI_7644c853c08c59d3,SHORT
WP_044937782.1,524f2d16b2a3655db2834415f0c145f4ccfa0b46e2343d9292f1d3ae1fafdd26,MIDPIWI_fbf7c059661f7056,LONG_A
WP_045054463.1,153738299519fab1878599f8b0d95c927406950a822db13ba4c8500d0d2c8d2c,MIDPIWI_3d7828e6fc8b6e2b,LONG_A
WP_045057111.1,7f2c2ef5b558ebfd910254747c354aac34e993bcdc877b3801c414b40b9a5060,MIDPIWI_896a60d3c78d5e99,SHORT
WP_045124563.1,c8ed8050f55ceec3602caa033fc6cb8a0b860c7daa032fa1f59efb8b44dbcf11,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_045126888.1,38eaa33cb6aa31d8d5bf6279fec411a13be4e1d1b9b0c9bc48b67a590118ec37,MIDPIWI_702bc727f3673e67,SHORT
WP_045143632.1,90a75b6d9303f01e03444a510070338525bf4b7a10f65de0d099750ea57b5439,MIDPIWI_a68f486cede74a58,LONG_A
WP_045167303.1,9b86409f0e851351afa14e64230c03dbae1b2607e43a5c411343a3d8cf87976b,MIDPIWI_ac2d754c0d192209,SHORT
WP_045765666.1,85ed87d594d7fe39b8b4a1c8f4009d3098ddccbc85e35b80e88f3a3983e0411d,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_045834967.1,f50649204136583cb8b1dfa307df03328ab00edf1b1c24e26668fdf414395beb,MIDPIWI_808317a81961cb60,LONG_B
WP_045964484.1,fa79a8d6901dc19049f6bb0ec21290d62f2ebfb9854d4f81a5d9bf410c82be62,MIDPIWI_d76cf3665984cb0f,LONG_A
WP_046101283.1,1c091f0dcd7abf8e37b5494f8e0f033115e2eca4ed0a3927aa10943bb8063feb,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_046237973.1,3a30dd71f31e1ec5af7593ba6fb2427395dd1591d2abab4e7b3d7f5f487e742d,MIDPIWI_1b4013c2dc00d6ab,SHORT
WP_046408758.1,471a255518a592aa792fb647692ac5be683b902744512dc5b788eabc197ff3df,MIDPIWI_269deb3a6a786d0b,SHORT
WP_046756490.1,bf794768dfaf44bb0c907696e77acade26b324974c9ae662f6c81f262fddac56,MIDPIWI_b3d4462dd30ef46b,SHORT
WP_046846063.1,45997ce2c91b70a2a8d17514c8edd56296f2108b7d36a5b04b6f19aefe378e3b,MIDPIWI_ac36e95b06586d73,SHORT
WP_047265940.1,1c5d699b4d28a95365f2fa059dee13202af41e01cbad43a0ab20a834d4621729,MIDPIWI_95a239b342e83cad,LONG_A
WP_047361658.1,7648f2422fbf72aaf25bdc5aef25fd3e4f2fd6e9c91d3472ea59b8c09738731c,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_047388363.1,f74af1d245e591be11ac82d0ccd7b8fd8383ba9c7a69b6e4c60e8b274266699b,MIDPIWI_2db836dfd5699b91,LONG_B
WP_047451873.1,41604008f2e16ab877f8f274e443a9e1e371449052f9caaae5e76a68d5808493,MIDPIWI_e1c4be1fc9c570be,LONG_B
WP_047468664.1,96be0ba04dcb7817fe00f344d19e5adaa72742fb5ea9ca21d2e27dc916cbfe9e,MIDPIWI_3451ca24e001f6b1,SHORT
WP_047479138.1,478f6cc059613102da8123cf05dc02a14d544c9fe59e6457f24ee83d4e55276a,MIDPIWI_e96679bfc0caa1fb,SHORT
WP_047547418.1,b3515de3697a09021c19a7328986141f4f3ca869294005641c93fbc1e9e314f2,MIDPIWI_2b340e04015c4ec3,SHORT
WP_047564308.1,563bc89d795c9ef1fd10bc7a9485dfe7e3f44c82a9c33026e4add74d8ca55aad,MIDPIWI_7ca8f8ac8a6f0b2c,SHORT
WP_047589627.1,d62a76500422a01542614fbcfe04b96b572330e998ee6bb928c04387f0c8ae6e,MIDPIWI_d8e8ef55cc347b83,LONG_B
WP_047618200.1,8c5a9415fbf9210499ce2fc6ec571b6e3f7218ba9386e94cd0b219e576aac7c1,MIDPIWI_ff6fc514811c3f90,SHORT
WP_048090858.1,f390f81cf9cef79e372d9e294657be888f6927564939ba15192fc6564cc7a257,MIDPIWI_4f15d81e2dca1fe7,SHORT
WP_048095815.1,87bf0a36937f5f30853cb3b086edb4d9c9cbfb3c49562f435899f6dad3759276,MIDPIWI_1b637e40e964d7d8,LONG_A
WP_048159825.1,c5414531c38b86282fb0450c48ebf39598d26775cd3813f14bc3c049229b7cc0,MIDPIWI_b6f41fd04b2a1d4f,LONG_A
WP_048201370.1,f7707867e739ba306ff65d84db8e5a7b0d0c3d2b9f70ad70de80b93c5f4c7422,MIDPIWI_af845294d5fc1929,LONG_A
WP_048500688.1,956015a3d95af2d601a938c3303a9f036545631b98e5a4d229e9a315e57951d9,MIDPIWI_1c1012cef86f4915,SHORT
WP_048755579.1,396e34ecce452405ca28ebe642c9b6a91a3a2abcefde12e59a7821594c731e6c,MIDPIWI_93216f4669e5e3c4,SHORT
WP_048925809.1,3a11571d36ab9a241d8ac193b587e7d722042825fee2ac57e7326f7182ccee3a,MIDPIWI_abaef2ee6c2ee8c1,LONG_A
WP_048931269.1,e5148bf24c3edd475d50462846d2266ccc058512a779495ab9ce696c52c82ef7,MIDPIWI_f1a0592a9e0e95ac,SHORT
WP_049284969.1,e5d40182667741a75f73d59257ffe3e6523e42ec2dfb53a0ccb9c194c0415678,MIDPIWI_1b4013c2dc00d6ab,SHORT
WP_049625402.1,78a8db527ff1ad4b6daf3ca4dcc88965828d0edf0d212bc0542ebc94df004e9b,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_049720106.1,e1f2c2303b382d2264dec0a6be555a67c124ff9bacac7d3af192016f9acb7d83,MIDPIWI_382bde9b47781dc0,LONG_A
WP_049724747.1,d047b8860bd51d5754db9418c18ead201ac2e910b2b31061a3e3ef34b1aa656b,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_049759955.1,331483c390cf3262c02b90a66ea53fd21409525b67fb8da43c8ff99458f022ac,MIDPIWI_2b3ed6ba3e8dea62,LONG_A
WP_049772080.1,6106af86b90a78b07a727c14ef3885052a0925cdadce8c2286b3e29a0b43aa83,MIDPIWI_1c715db5de08b414,SHORT
WP_049801371.1,bc1dc1ccca592773edb6abac5415a9428a06b5bc4edfd39d867d97be2047398e,MIDPIWI_c1011fde1a5cf7a8,SHORT
WP_049858649.1,29504a404fc9bc2931203697462887353b875800f63e7a1ab0d6b52ab64a51a1,MIDPIWI_f00f8e7bc1f10d16,SHORT
WP_049907365.1,0351b222f4ed005eec2d74ad9df7cb95b7f32d44a746c56ce4f32eb2a8f5dd8a,MIDPIWI_1261d5ab6af3c92f,LONG_A
WP_049912037.1,87275f602a75c5668345d44db31e150def8f1554fc4e35740c935669c100b83c,MIDPIWI_58c58931d1314be6,LONG_A
WP_049917000.1,5644b0edb36046ae57342e2aefa42927f66f62c7a6bd35ac995844f0063e2e59,MIDPIWI_0fbd9a5cadd1a0f7,LONG_A
WP_049923881.1,84b692c51fb17d1a609e492882fe538c0e24cbbac26e0f8bbd05fe3ce05c2478,MIDPIWI_9c57692bfd4753c5,LONG_A
WP_049934199.1,4eb3e6062915c9508d58553ed26c01bc7897e8ece52935f4133b70db3226ad30,MIDPIWI_b29e55a97cb81a54,LONG_A
WP_049938490.1,720a686b275726207ffc24c5000df8fc5588690804c4ef1e5389bcc3fda3e945,MIDPIWI_12a0cdebdc7f010d,SHORT
WP_049943687.1,d0efd6951c85b01056dfd1274d7f39fd2b981eb39c837b201c0f7de3d4fb2d13,MIDPIWI_12a0cdebdc7f010d,SHORT
WP_049969002.1,ce1d96db330ad53f4a5ebbf7a83352e104484f4e3f52a4e0bdb94032d489c9fb,MIDPIWI_0fbd9a5cadd1a0f7,LONG_A
WP_049982463.1,d9763674811cd1fac0f34782180bbac3ac6adcdc91d0ccb152f6c058bef77b75,MIDPIWI_76202a0c74eda382,LONG_A
WP_050002102.1,7a0bc27e666e532a8f9f5b2fa8919e304770b65e98a69fa98bdaf609647f9481,MIDPIWI_4a43f61a07ed9c4e,LONG_A
WP_050117363.1,c1a799216b3de68a915a725c1aae4fac789ce7dff99deb5ca304ee7dad0f26ab,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_050399988.1,9f944a5a1d374e62bfd8f3c2367b1a7034850782646c1e7fc113ac6520a4f69e,MIDPIWI_3e63621321edf306,SHORT
WP_050403924.1,f113ef2e9676b3dc935e7a4dfa6fa45733d7d06b853244e9abebbab41562a3e2,MIDPIWI_b0d5a84e9f10586a,SHORT
WP_050475206.1,964a819ddf55693f92f0b467e4380508eeaf320a5b11571a4e2410c8db35f3d1,MIDPIWI_4dd00ccfddadcc4d,SHORT
WP_050617980.1,548df00e8d589dcfd7c43ea043853f360c248b3b541785baba5c3e7316dcf0b7,MIDPIWI_fd770eb1b3f6981f,SHORT
WP_050783877.1,b0e86e4d9ee275f7b22c0a32fa6333ec9180a7f5a5f69d131719577e5b93cd47,MIDPIWI_d29320a4a6f7b09d,SHORT
WP_051044347.1,3492e435de701ce9923018e2c26ff3a82352f9ff2466ac20d95d6f430aabee6f,MIDPIWI_94f1d06e4196f1a6,LONG_A
WP_051050569.1,e55cd89c5cde443fb6b73da9cfeeb0e31a10eb62406b4811874b2202c647fce0,MIDPIWI_725a2d945ee5ecdb,SHORT
WP_051144000.1,23d56226da18cbe406ab752cfc87bdcc7f0529eb5ea7683b3459fdc79c427763,MIDPIWI_c04318a2e68bc077,SHORT
WP_051168181.1,4b96e6683463eae997ef1185535a0d0d0d6a245af40447f4860f42669450b80b,MIDPIWI_27ae6c620e88c24d,LONG_A
WP_051227128.1,f7057045ee04add14aeb28ccd0d739188eb867b963308d59e82bc6c11e30900d,MIDPIWI_bb772459c74d4416,SHORT
WP_051444181.1,387da672f175bfc4e4a0a6ac9002b48929282c9964067d2ccd2460eab4b277a1,MIDPIWI_c4a4d17cb797992d,SHORT
WP_051458318.1,83cc58e131c641ae47cf40d04b9dbb93456ba1e225b68b1e9fb30f719be5b999,MIDPIWI_56a0eaa58582d1f0,SHORT
WP_051559024.1,f29d944978f945e702311873068d2071f79327172b36afdd8bc8d2f4ab87fbef,MIDPIWI_109d9ca08b8e14fd,LONG_B
WP_051642935.1,9d3cf37b7fdfc8ce60d313cb6c907e1cb31c7c8b9c6854b37b8f1ed79fd56b72,MIDPIWI_78d33713b1a920b2,SHORT
WP_051645823.1,81897edbf9f69049a0c63008e93e2c3c44e331dd448d864ccd1e7f98badbba1e,MIDPIWI_fb4f3cc1d5777f04,SHORT
WP_051660779.1,4dd243fb3f1fb28d05f1a9d5f7060667fdae36895ca0be9449a481ae4c192303,MIDPIWI_f7d9c99a45ea4db5,SHORT
WP_051761427.1,1054387ee7dd7b44cb0d294ae577606a59a3e79bd64b33e6199955d59b7fc889,MIDPIWI_56a0eaa58582d1f0,SHORT
WP_051880056.1,75b26e5a36524d52371d96eeabfcce931f79ce1b82100983286861b6eb0b5b71,MIDPIWI_9da9af5577491ef3,SHORT
WP_052067485.1,4c9dc723d0f66f33151b1b63ecb7bc73326c800bf116ff0e5aebff0e6c156dd8,MIDPIWI_9eac76e62fc89675,SHORT
WP_052142878.1,28060c5a815417c5c8d6f4ad4f11e936b62554149ee8b7209bbac2f36544baaa,MIDPIWI_f404aed597ffb069,SHORT
WP_052192192.1,a14a4e49cdb9cca11705bef70dcbd69975e0b3e16014938f7d6baaeb652670df,MIDPIWI_07733cf03fc7d206,SHORT
WP_052287949.1,b94e0675a586fa110ed765b1ad20562dd3ef25a8d092a0362d2815aa31271ce6,MIDPIWI_85e49c74f37c567e,LONG_A
WP_052303232.1,15a779f9e76ee051861c7bda1ac81d93753350b075c8d0904efefb4b7129f705,MIDPIWI_bebb20684ac66b00,SHORT
WP_052334926.1,8f1c813af20a68106b2f27c29ba23019cf867d496def12aadf69d5af726b3732,MIDPIWI_c001ef051de1b9de,SHORT
WP_052368014.1,4592edf5d59c81ffd977872fcf9b836110f0af2ddeafff4aa22a981403aa427c,MIDPIWI_1acdcd5dddf18095,LONG_A
WP_052564896.1,4d9576a0e9593b2ccbf153af7cfe3e637d6ccff7b0b2e79eb36b5da4c3881f09,MIDPIWI_459d39e5409cf9e7,SHORT
WP_052696789.1,edcf4e0143e20ed376d2dfa4e6857d8448a6427197a7fc19f6f47e4cec92193d,MIDPIWI_59187778eb45c15a,SHORT
WP_052698403.1,9ee663035d1549050d18b6a08c39d35694c77253030f9b97187f19224ffced99,MIDPIWI_4f319225148da75b,LONG_A
WP_052744931.1,72b8728b316c037eb4ec630b37a3af1db518e74c21ad27eee0ce0848ddef0ca7,MIDPIWI_26821bf7d1e39c97,SHORT
WP_052755409.1,9234093828f53a5ed0d314fdc41b58d08fbdd08e2f0a4915dc30c61e0152d64b,MIDPIWI_3fb6a6bb9478347d,SHORT
WP_052846682.1,bcf9e2ee70cc95bec0303b4800e096c419bafe704a55bef8c6e41eda447b1b20,MIDPIWI_0d52c74354374133,LONG_B
WP_052886194.1,42b3ece73450bd97dafcd265650f72b6f44599f7fe13e3fb66f05cbbedc0ec79,MIDPIWI_24383a583ff09086,UNRESOLVED
WP_053058140.1,5e68b1071689b3ba03f3bc3fd51089e8db6ee65a3291a61d1e8fe580834147cf,MIDPIWI_bc98c6b3739b61f5,SHORT
WP_053224305.1,cb46f0b42935709a1ac86a04dfbd63486773b7f4861d423d25e21bb72171b3bf,MIDPIWI_aa2c9932daffaa8d,LONG_B
WP_053244068.1,4341fcc518909ce1a65f1a9c36c71f37ba48fd620c97871edd5f0649a766e030,MIDPIWI_1b4013c2dc00d6ab,SHORT
WP_053299209.1,b30b2ef6e0ff1d5eb191cda38e95d0815c0828a8bb97d455061cd99c0e921cf7,MIDPIWI_6ad1bf875c6944c9,SHORT
WP_053326747.1,fd124f0074b753dc45e1924870bd62cdfeedf34d66fe64898addfc3a402627db,MIDPIWI_a0b79323e5d23f00,SHORT
WP_053381024.1,f870ec5188ca8d2315fdb368d81a522a29a3a47ddfb7daff35c58220bf8482dd,MIDPIWI_4b9bc5ef27d7d83e,SHORT
WP_053471386.1,61c8f78be93a6c18dcb7ab309d682eda6b6fe95f2b4a495559c66eef343a06f0,MIDPIWI_f762dba611974017,SHORT
WP_053571899.1,666190e5a839aab0f4cbcdeff78604aa794816943835aa378d023984e83ead7c,MIDPIWI_2f2f1155e2d495d9,SHORT
WP_053772880.1,0e37eeaa2d050294d62a0d23ca6d91e2205f68602f72904e813fcc11197cfd2a,MIDPIWI_c001ef051de1b9de,SHORT
WP_054163257.1,cecbe22ef72e0f7cad21b6dec3ea2a2cc18e0ed490f958e2088305c6781066ff,MIDPIWI_6ab5e631c275c49f,LONG_B
WP_054211399.1,7f7c85184795c6b796025833741e2af81bec887700915e525d5f9fbce38ee47e,MIDPIWI_6f1393fbf2c2746c,SHORT
WP_054407042.1,67d59b9f0b16eac0347ec75c0b64680816d6158f4f277b9efb1f7115c831d041,MIDPIWI_6797810d355566b9,SHORT
WP_054435361.1,824ca0ead87a2b15e853e4c02bf3313a4d94ff341500b465b61c47593da90ba3,MIDPIWI_24bb39a29ed4f6f7,SHORT
WP_054724085.1,2f67018783cf38d4083dc807bc17fa8584ed6a82f772a0620e0c9e639d9270c2,MIDPIWI_427dd7b1cd2f820c,LONG_B
WP_054725864.1,ce9681f34edbb0f7b0e6d0dab6070f087934f599b5459f4970cd4796d43acadc,MIDPIWI_6252b1efa1b07a1f,SHORT
WP_054851363.1,40cc5d25afde51ad0723bf7784b7b9d438a1ab458a73346d804d0b0e24987037,MIDPIWI_427dd7b1cd2f820c,LONG_B
WP_055075777.1,3ab0f32a51a10f3fe0532769469c0e486e2d0cecb5e6a024267e5560c3541b76,MIDPIWI_7e914b8eadcfc50b,LONG_A
WP_055087491.1,ef33b3ec3f30d80ca2fb9a7e58af8fd1af4fbfba4cba5bcba98df266adbd0e45,MIDPIWI_abaef2ee6c2ee8c1,LONG_A
WP_055111997.1,b672c942ee7f3401a3d1ba6106e53dfba8b396a7cd86465ddcc0c8fd727c7dc3,MIDPIWI_c509984d3b5e8a92,SHORT
WP_055133795.1,e7a8a1b183c05c0d1104cbee7e2dab3c7224584326424813b68eee35c693ef4d,MIDPIWI_35652e3dd11e7aa9,LONG_B
WP_055143320.1,8c588e08d2eb47ac90ab59556bfc8c61db09d612d83ee223cf2d7e2a2af213bf,MIDPIWI_b4f65eb8b8fcedc4,SHORT
WP_055152023.1,d906d853c24627eb0373ef7052994e53c6866137019954d342aa72ca99e27507,MIDPIWI_c44807855fa0c054,LONG_B
WP_055195547.1,d85617e05d69292f48a9ac5bfafc158d09814265686876efd9444a67cafb380f,MIDPIWI_006d4d26a3a42f8c,LONG_A
WP_055268308.1,a01b1b0ca9b930593435d0ddac0aaaa90160cbbacacbf4f8a956894d231b3047,MIDPIWI_ede409acf6ce3288,LONG_A
WP_055276084.1,9eae9e6c0b5396a3b26f4323f4dead541391297d7fa5fe2acd9a35d747984f1d,MIDPIWI_825d491f4e8594a7,LONG_A
WP_055429304.1,f74ccfc433b4732efd3bdf3c1f1bf36aa68fde231fbd20cfdc00ab48e3cc9066,MIDPIWI_31d2abbd12054d81,LONG_A
WP_055441081.1,1f1b240f615bb7abcacede440dc79de0dbade82ef01ec687d141c83cceb76648,MIDPIWI_16f8a17656cc3cea,LONG_A
WP_055808193.1,dd64e3dfd7475cb3aa217705c8a0061459409f949af288cd29b944f71e9ad717,MIDPIWI_5fff8df96dc4bae1,SHORT
WP_056025367.1,faf10c4662541015f3d85c8293382ffa51c3205c2c29943f9ef46c97321c825a,MIDPIWI_78b5ff0f2fa15ef5,SHORT
WP_056034460.1,07934f500caeba1aad0b97380fbfca78f74da6e4a8b165931f647373d1d3bbd1,MIDPIWI_a55d52f1cba720d3,SHORT
WP_056152151.1,a53475164b52b15c620ac77527abd652ca37b9a5900b2dac65e08d2b08b4fd57,MIDPIWI_5986a1090783c145,SHORT
WP_056160044.1,1d02468916dca60d9d57b5301f1e44638cd8d6237bb65798968fc7309b37b887,MIDPIWI_b32d634ad7cad37a,SHORT
WP_056176878.1,067aa5441a1c317bbe81a453bbd973c4480acb45ea90d615b7db4c1a554fdd57,MIDPIWI_236a69bf56e16656,SHORT
WP_056186123.1,7da467a1c9a1bb2a00fd0a28b815e471983e815fe2a98a50fe737cb39402cbaf,MIDPIWI_fb06e4caacb764d8,SHORT
WP_056209640.1,c9e0cde3e12020b1ac43244f6cc47ec1eb423d21171305d88e969adefea72091,MIDPIWI_f762dba611974017,SHORT
WP_056240734.1,3b972c1055e45edec01c93c26264e386a2190e13634dbbfebc3ce7a40d02e01b,MIDPIWI_51897e4c0e9dc5c9,SHORT
WP_056452252.1,0ab9fdb432529bea4892607ac4042c52a0448384aede3b7a5b94fdd2e1d98165,MIDPIWI_5ac8dac88686e0d7,SHORT
WP_056466663.1,292af90fb572136715e1f9e6220ffe5bd88dff06e49c47981078f383f78bafa7,MIDPIWI_3622c89b4fefa11a,LONG_B
WP_056495446.1,adc7259d8b15b02d56d51dfbda381e5cd54e0df53ae38c377f24a551d92f069d,MIDPIWI_ed8346e39dfce681,SHORT
WP_056695929.1,0f4ef1a5b1d33cb70efa0cf0ea55166570c1ed62abdf77f505a230fa87158b90,MIDPIWI_a8f74a7ce2625cbc,SHORT
WP_056888902.1,75e9e82d27cf02f1136e9bcf4386b571ae8745cabe74b3481d93bbff8c7f4fea,MIDPIWI_a739b74acb5a466a,SHORT
WP_056934506.1,ec38e435dd392e7235224443a7626ced23556858470a55c3176fafc07b491362,MIDPIWI_a0a590d0d09485cc,LONG_A
WP_057026386.1,64667aebd8cbcac75df8fdc01bfb3de4ce81bd30eabff51ab0f129ff3fa1fd95,MIDPIWI_4c0cd2b257b8383f,SHORT
WP_057221538.1,1a7a7604f397943b6605e2748df4a1b43bd2aa7bb620caf1a574adf7dd1d7ad4,MIDPIWI_e228f94fb60414d3,SHORT
WP_057280934.1,1a07c2bfd4aae3e218c02dc40e0aebf6e31f6b4c3fa0bba68b308a1777fffe52,MIDPIWI_78d33713b1a920b2,SHORT
WP_057482736.1,a5e7723aa1b468604a5b3555a7821e245cd4430ef4e2542b06622c3b661bcdd5,MIDPIWI_643fb52f2620b7c7,SHORT
WP_057498726.1,977b62f4c4e68dcebdff2cd4719aa840597fdea64cecd0f5fc68e8e6eafad12d,MIDPIWI_0f4639929da3114c,SHORT
WP_057502543.1,1dc21bf672023b356d70d7a9328a3b15f0526c53f519797f76fbe9b7f393e815,MIDPIWI_0f4639929da3114c,SHORT
WP_057834161.1,65d6f9207f04f88eb5341bf9e9a6d30667a787d45b3c8e1e4dd76a8fbc5f29dc,MIDPIWI_ebf530461938f41e,SHORT
WP_058195190.1,fbf40d2bc63e34b62b353d21153645df849e426c04df406592f3a67bd585cf01,MIDPIWI_0ad414b1213eaf42,SHORT
WP_058282028.1,4df8b9ede3affa95298b2e0d9d8d824682e93a52d8c768ce0412bb80d4e4caeb,MIDPIWI_1b5a2e4ae98594ad,SHORT
WP_058316939.1,5d142698ccfc6b34ac552c3496b6c45bba3243debbe9c91d745b5c9776f89999,MIDPIWI_17711c22b49b49ee,LONG_A
WP_058453976.1,e25f24fd5bf4906a28c59c26952d4e7044a0d2504757308de56e3aace1b7afb0,MIDPIWI_929b1b838cb8047f,SHORT
WP_058568616.1,49b7705b37f27bfd5117700f5ce168bb04638f1267e27c2273492654f72aa6ae,MIDPIWI_122ca674f6bf141c,SHORT
WP_058572808.1,342b3447026b617d658c2c16f384124c7147bf7137924174593d7fef2ed082a4,MIDPIWI_e059c57309a30c5a,LONG_A
WP_058745239.1,4367953d818d4701b90db1e17a77926c3fd95754f35ea2f26973ef517ba2d335,MIDPIWI_78b5ff0f2fa15ef5,SHORT
WP_058751935.1,7bb367e8994fb148785a9d0a6fa5da3fce031b0f44c85fce38140104475a8838,MIDPIWI_5501a24bf4806936,SHORT
WP_058870690.1,604a7320070f66406072d59d7f399f90e2f7f8f73e503fe6bf509f9a772ff010,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_058963777.1,1793cf617b0661a82fc9a6831143e8732704f2eaad4e0c140f71274d6e303425,MIDPIWI_fd770eb1b3f6981f,SHORT
WP_058998822.1,800bcf02d873b7fe69e6523ca067c46b07bb7287937e315b6e5175554104bd32,MIDPIWI_7d18ce0cafd9f4e3,LONG_A
WP_059000177.1,23af4f8b69ee158409d2918a8fda34356170ae8cc7e22a6046593fc91ca90065,MIDPIWI_3b6a64f8a6aae61e,SHORT
WP_059333817.1,e7a8a1b183c05c0d1104cbee7e2dab3c7224584326424813b68eee35c693ef4d,MIDPIWI_35652e3dd11e7aa9,LONG_B
WP_059401470.1,daafaebd1594c4d00ddfd167ce289527bb1c8c24f496fd109b6f2f06e78e6d0b,MIDPIWI_af00abdb4e56030e,SHORT
WP_059598007.1,26c23ad5d5b8a8bb09450de7a2f3a939dabb3cb6ed083bb6d2bd31608d1ffc0f,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_059622980.1,d81f3e005aee87f2dc1758b7deef7355db096c16859f5d1a52c6b02e28ac16cb,MIDPIWI_f404aed597ffb069,SHORT
WP_059848415.1,96dd51f5bacda2f3ef58c53cbe62d5d0c29537a0ebc86053fbb00dc88dca4209,MIDPIWI_b8c570426d74547b,SHORT
WP_059875185.1,e80d9658cd5cffa1ef585b5e801fbcf25b725889b74446332030c7931f0df7b5,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_059945304.1,235f80cc79a1df90a652aee869e4af236b824d1ddc9ce48ed2014e320fd2cd72,MIDPIWI_18a7d59355075779,SHORT
WP_059982501.1,8989a901221e82d292a90cf50aaa97fadc642230b625a1d31fb2a992443812f7,MIDPIWI_bb772459c74d4416,SHORT
WP_060074291.1,8d164abf835e166deb130d52c0d72da9b89b9fd134e0a1eb9b28b020a0469b53,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_060274988.1,27ad9b4ba4b0e2bc4ab77f911057da2b3422d93774bac500a8ca957b59a6f120,MIDPIWI_b8c570426d74547b,SHORT
